id,delinq_2yrs,earliest_cr_line,inq_last_6mths,revol_bal,revol_util,total_acc,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,Profit
633071,0,1995-02-01,1,2571,0.756,9,4551.26,4480.15,3200,1351.26,0,0,2016-02-01,0.25,1351.26
644119,0,1999-12-01,1,12835,0.437,29,6171.08,6171.08,5500,671.08,0,0,2012-07-01,3308.5,671.08
645232,0,1978-12-01,1,7507,0.996,29,1258.19,1258.19,1000,258.19,0,0,2014-01-01,38.18,258.19
659157,0,2002-10-01,1,3420,0.95,21,2442.88,2442.88,2000,442.88,0,0,2014-02-01,189.08,442.88
663394,0,1994-04-01,1,12361,0.719,36,9127.23,9070.18,8000,1127.23,0,0,2013-01-01,2555.38,1127.23
669579,0,2001-01-01,1,19570,0.835,13,45953.28,38562.53,30000,15953.28,0,0,2016-02-01,765.77,15953.28
673901,0,1998-12-01,1,6484,0.636,53,7415.47,7415.47,6500,915.47,0,0,2012-11-01,3186.78,915.47
679000,0,1992-08-01,1,9593,0.459,23,17684.25,17684.25,15000,2684.25,0,0,2013-11-01,831.21,2684.25
682064,0,2000-02-01,1,7937,0.559,24,13658.42,13629.96,12000,1658.42,0,0,2013-02-01,5156.66,1658.42
682212,0,1995-02-01,1,457,0.305,16,13692.37,13692.37,10575,3117.37,0,0,2013-11-01,6300.47,3117.37
693645,0,1989-01-01,1,5631,0.626,40,10965.13,10965.13,8000,2965.13,0,0,2013-06-01,5538.74,2965.13
703073,0,1994-10-01,1,7044,0.592,27,15511.03,15439.22,10800,4711.03,0,0,2016-04-01,257.76,4711.03
709792,0,1971-10-01,1,5391,0.829,23,7039.92,7039.92,5800,1239.92,0,0,2013-05-01,2249.65,1239.92
722661,0,1998-10-01,1,13736,0.485,22,11592.16,11555.93,8000,3592.16,0,0,2015-04-01,2380.19,3592.16
730673,0,2000-04-01,1,18884,0.836,23,22456.43,22421.34,16000,6456.43,0,0,2014-12-01,6272.82,6456.43
753342,0,1987-06-01,1,6904,0.301,32,7952.16,7952.16,6000,1952.16,0,0,2014-08-01,2719.4,1952.16
755486,0,1998-08-01,1,13400,0.694,32,22227.46,22227.46,17200,5027.46,0,0,2014-06-01,649.52,5027.46
757039,0,2000-12-01,1,5630,0.626,11,340.7,340.7,237,104.06,0,0,2012-04-01,34.18,104.06
759673,0,1999-10-01,1,2395,0.428,8,5007.97,5007.97,4000,1007.97,0,0,2014-06-01,150.71,1007.97
772704,0,1985-04-01,1,0,0,17,17949.55,17889.72,15000,2949.55,0,0,2013-03-01,7595.49,2949.55
773030,0,2002-10-01,1,13461,0.826,17,11810.1,11779.34,9600,2210.1,0,0,2014-06-01,352.11,2210.1
774252,0,1997-01-01,1,6122,0.875,29,6926.34,6926.34,6000,926.34,0,0,2012-11-01,3677.45,926.34
775876,0,1994-01-01,1,2269,0.516,17,2798.95,2798.95,2500,298.95,0,0,2013-04-01,316.86,298.95
784806,0,1999-02-01,1,2639,0.614,10,10737.84,10737.84,10300,437.84,0,0,2012-03-01,3906.96,437.84
787915,0,2004-06-01,1,1624,0.56,13,12714.23,12714.23,10000,2714.23,0,0,2014-01-01,2425.88,2714.23
793212,0,1998-07-01,1,5856,0.624,33,5972.33,5972.33,4800,1172.33,0,0,2014-07-01,176.57,1172.33
795289,0,1997-08-01,1,11500,0.397,22,11611.96,11611.96,9600,2011.96,0,0,2014-03-01,1598.74,2011.96
796970,0,1992-07-01,1,5574,0.34,24,16439.96,16439.96,12000,4439.96,0,0,2014-05-01,6717.44,4439.96
798265,0,2001-10-01,1,2049,0.539,12,8234.81,8234.81,7000,1234.81,0,0,2014-06-01,123.85,1234.81
802048,0,1992-05-01,1,4186,0.734,18,4397.38,4397.38,3600,797.38,0,0,2014-08-01,136.35,797.38
810905,0,1998-06-01,1,373,0.466,11,7459.09,7459.09,6000,1459.09,0,0,2014-01-01,1434.33,1459.09
812718,0,1998-09-01,1,15757,0.545,50,36462.04,36462.04,24000,12462.04,0,0,2016-04-01,2405.44,12462.04
813817,0,1997-02-01,1,6268,0.55,25,3399.04,3399.04,2800,599.04,0,0,2014-01-01,657.83,599.04
813928,0,1990-07-01,1,6728,0.863,38,17024.37,17024.37,14125,2899.37,0,0,2013-08-01,5454.77,2899.37
814946,0,1998-04-01,1,1944,0.512,12,2716.02,2716.02,2500,216.02,0,0,2012-06-01,1886.23,216.02
823356,0,1984-01-01,1,11753,0.361,19,9373.18,9373.18,8000,1373.18,0,0,2013-05-01,3991.98,1373.18
827490,0,1998-01-01,1,2406,0.376,9,4926.95,4926.95,4550,376.95,0,0,2012-04-01,10.63,376.95
832811,0,1999-08-01,1,2288,0.915,16,7255.41,7255.41,6000,1255.41,0,0,2014-04-01,998.15,1255.41
832996,0,2000-03-01,1,13683,0.283,24,11143.37,11114.35,9600,1543.37,0,0,2013-03-01,5332.92,1543.37
833632,0,1993-10-01,1,10002,0.369,22,2438.99,2438.99,2100,338.99,0,0,2014-08-01,71.17,338.99
838579,0,2003-12-01,1,3506,0.48,15,4273.05,4273.05,3600,673.05,0,0,2014-08-01,126.4,673.05
841209,0,1990-08-01,1,17734,0.991,16,6741.28,6741.28,6000,741.28,0,0,2012-06-01,4835.38,741.28
850602,0,1997-03-01,1,0,0,21,3607.15,3607.15,3000,607.15,0,0,2013-01-01,1889.26,607.15
878273,0,2001-08-01,1,3870,0.43,8,4520.61,4520.61,4000,520.61,0,0,2013-04-01,2184.68,520.61
969259,0,2001-11-01,1,5798,0.784,20,10119.52,10056.28,8000,2119.52,0,0,2014-10-01,309.88,2119.52
972620,0,1997-11-01,1,5865,0.637,22,6457.32,6457.32,6400,57.32,0,0,2011-11-01,6457.55,57.32
977988,0,1998-11-01,1,10694,0.633,21,31946.36,31908.33,21000,10946.36,0,0,2015-04-01,9184.27,10946.36
979157,0,1998-02-01,1,0,0,8,2242.07,2242.07,1600,642.07,0,0,2014-02-01,1092.8,642.07
982007,0,1982-11-01,1,9292,0.574,29,12781.32,12781.32,10625,2156.32,0,0,2014-11-01,364.54,2156.32
997606,0,1993-06-01,1,2263,0.213,15,3429.35,3429.35,3000,429.35,0,0,2014-11-01,103.23,429.35
1011478,0,1985-02-01,1,6385,0.237,20,4060.33,4060.33,3500,560.33,0,0,2014-11-01,116.93,560.33
1012242,0,1992-02-01,1,18081,0.757,17,12562.66,12562.66,10000,2562.66,0,0,2013-07-01,7824.34,2562.66
1015063,0,2000-12-01,1,1726,0.785,10,3812.35,3812.35,3000,812.35,0,0,2014-12-01,107.21,812.35
1017211,0,1993-01-01,1,12798,0.699,41,2976.84,2976.84,2500,476.84,0,0,2014-12-01,90.27,476.84
1044439,0,2000-04-01,1,10300,0.896,16,11288.79,11288.79,9000,2288.79,0,0,2014-04-01,2717.1,2288.79
1045034,0,1997-09-01,1,4426,0.422,16,2143.3,2143.3,1800,343.3,0,0,2014-12-01,64.17,343.3
154154,0,2000-03-01,0,5836,0.687,12,5134.09,1176.56,4800,334.09,0,0,2008-08-01,3891.08,334.09
154305,0,1993-10-01,0,7600,0.717,10,4198.85,1379.38,3600,598.86,0,0,2010-11-01,117.97,598.86
186572,0,1979-10-01,0,7606,0.186,39,12347.22,745.98,12000,347.22,0,0,2008-05-01,11202.55,347.22
263906,0,1996-07-01,0,11973,0.708,20,5868.29,2015.63,5000,868.3,0,0,2011-03-01,167.74,868.3
283014,0,1990-11-01,0,10366,0.644,9,4672.84,3991.54,4000,672.84,0,0,2011-03-01,134.67,672.84
309769,0,1998-11-01,0,15629,0.662,22,9889.7,8967.91,8350,1539.7,0,0,2011-04-01,287.83,1539.7
349961,0,1992-11-01,0,899,0.15,11,5810.79,1450.02,5000,810.8,0,0,2011-05-01,480.9,810.8
351620,0,1990-05-01,0,27591,0.549,11,6366.3,0,6000,366.3,0,0,2009-03-01,5010.89,366.3
353062,0,1992-12-01,0,7465,0.746,23,6748.1,937.46,5600,1148.1,0,0,2011-08-01,187.67,1148.1
364773,0,1996-07-01,0,16390,0.896,22,11584.42,4690.86,10000,1584.42,0,0,2010-10-01,2857.28,1584.42
368168,0,2001-01-01,0,4526,0.206,27,13252.6,7607.1,11000,2252.6,0,0,2012-01-01,375.95,2252.6
368995,0,1988-05-01,0,2573,0.677,25,1790.83,1323.21,1500,290.83,0,0,2012-01-01,52.94,290.83
381426,0,1996-04-01,0,6345,0.906,18,3680.12,3434.78,3000,680.12,0,0,2012-03-01,107.23,680.12
384605,0,2003-01-01,0,7110,0.583,13,6751.49,6751.49,6000,751.49,0,0,2010-05-01,4311.66,751.49
386423,0,1998-12-01,0,11628,0.404,21,11939.01,11550.99,10000,1939.02,0,0,2012-04-01,347.34,1939.02
387445,0,1994-02-01,0,5390,0.272,22,10745.08,10721.3,9000,1745.09,0,0,2012-04-01,321.41,1745.09
411236,0,1987-11-01,0,5389,0.281,22,11600.36,11542.36,10000,1600.36,0,0,2011-06-01,4054.3,1600.36
418698,0,1995-06-01,0,4456,0.226,10,12433.21,12156.93,10000,2433.21,0,0,2012-07-01,359.67,2433.21
426858,0,1990-11-01,0,32678,0.758,18,11939.02,11879.32,10000,1939.02,0,0,2012-08-01,376.55,1939.02
430091,0,1987-01-01,0,15260,0.779,16,13070.88,9846.91,10800,2270.88,0,0,2012-08-01,367.58,2270.88
439077,0,1995-10-01,0,6950,0.166,35,12357.78,12151.82,12000,357.78,0,0,2009-12-01,11561.16,357.78
457252,0,2004-11-01,0,7774,0.559,17,1487.76,1473.14,1200,287.76,0,0,2012-09-01,124.76,287.76
459868,0,1995-12-01,0,12757,0.311,41,6365.51,6365.51,6000,365.51,0,0,2011-02-01,186.73,365.51
464963,0,1986-02-01,0,15268,0.577,32,30082.99,29540.09,24000,6083,0,0,2012-12-01,843.92,6083
469463,0,1995-10-01,0,10433,0.458,27,20390.85,20192.6,18000,2390.85,0,0,2011-05-01,11412.43,2390.85
477281,0,1999-08-01,0,31710,0.935,21,29851.85,29844.89,24250,5601.85,0,0,2012-03-01,9503.35,5601.85
479836,0,2001-10-01,0,7088,0.633,12,7250.83,7250.83,6000,1250.83,0,0,2013-02-01,222.95,1250.83
481733,0,1998-06-01,0,973,0.141,19,7883.26,7883.26,7000,883.26,0,0,2013-02-01,229.67,883.26
486271,0,1976-07-01,0,32785,0.756,40,24123.86,23621.28,18000,6123.86,0,0,2013-05-01,655.84,6123.86
493735,0,1995-02-01,0,482,0.344,10,6269.1,6269.1,5000,1269.1,0,0,2013-05-01,178.37,1269.1
495105,0,1996-02-01,0,480,0.96,10,3732.39,3732.39,3000,732.39,0,0,2012-05-01,970.82,732.39
495772,0,1999-11-01,0,1507,0.443,17,6037.94,6037.94,5000,1037.93,0,0,2013-03-01,317.57,1037.93
496442,0,1989-06-01,0,5982,0.748,23,6813.28,6635.54,5750,1063.28,0,0,2013-04-01,202.59,1063.28
500286,0,2001-03-01,0,4520,0.587,19,5304.89,5304.89,4800,504.89,0,0,2011-05-01,3413.67,504.89
503395,0,1997-09-01,0,14299,0.493,37,11601.95,11569.74,8571,3030.82,0,0,2011-12-01,36.29,3030.82
508337,0,1991-11-01,0,5577,0.196,21,24173.99,23759.85,21000,3173.99,0,0,2012-07-01,7244.73,3173.99
508972,0,1995-09-01,0,12860,0.656,18,9874.24,9874.24,8000,1874.24,0,0,2013-05-01,294.16,1874.24
509140,0,1993-02-01,0,6656,0.331,22,10668.52,10668.52,10000,668.52,0,0,2011-02-01,8094.07,668.52
512397,0,1988-08-01,0,4669,0.468,19,7407.96,7328.59,7000,407.96,0,0,2011-03-01,5441.24,407.96
527623,0,1994-08-01,0,4580,0.503,12,9789.35,9763.95,8000,1789.35,0,0,2013-06-01,314.22,1789.35
527764,0,1995-09-01,0,3038,0.373,19,2468.84,2373.23,2250,218.84,0,0,2011-08-01,1294.36,218.84
529739,0,1994-04-01,0,3745,0.913,17,4989.31,4989.31,4800,189.31,0,0,2010-09-01,4756.91,189.31
530011,0,1991-11-01,0,4430,0.554,14,9323.51,9230.27,7500,1823.51,0,0,2013-07-01,275.07,1823.51
531766,0,1997-07-01,0,6504,0.29,16,8302.73,8302.73,7000,1302.73,0,0,2013-04-01,704.44,1302.73
535116,0,1995-02-01,0,15798,0.845,38,14767.75,14562.64,12600,2167.75,0,0,2011-09-01,10797.79,2167.75
538955,0,1995-10-01,0,5054,0.825,21,12215.95,12215.95,10000,2215.95,0,0,2013-05-01,940.67,2215.95
540772,0,1992-10-01,0,665,0.155,7,3059.03,3059.03,2500,559.03,0,0,2013-07-01,92.27,559.03
543283,0,2002-03-01,0,3240,0.771,11,6226.55,6226.55,5000,1226.55,0,0,2013-02-01,1027.46,1226.55
544537,0,1982-05-01,0,8609,0.694,22,9290.89,9290.89,8000,1290.89,0,0,2012-08-01,3021.6,1290.89
545782,0,2003-07-01,0,483,0.127,12,4240.58,4240.58,3500,740.58,0,0,2013-03-01,697.87,740.58
546398,0,1986-11-01,0,11108,0.312,22,7763.83,7763.83,6000,1763.83,0,0,2012-11-01,4009.61,1763.83
551327,0,1990-02-01,0,8042,0.788,21,24903.85,24903.85,20000,4903.85,0,0,2013-08-01,740.57,4903.85
552329,0,1987-11-01,0,9547,0.561,21,9177.21,9146.62,7500,1677.21,0,0,2013-08-01,278.4,1677.21
553450,0,2002-01-01,0,862,0.084,9,7443.44,7443.44,5600,1843.44,0,0,2014-11-01,67.07,1843.44
560227,0,1991-06-01,0,3683,0.708,10,5296.08,5296.08,4800,496.08,0,0,2011-12-01,4067.36,496.08
560712,0,1998-02-01,0,20227,0.936,24,31755.83,30981.12,25000,6755.83,0,0,2013-02-01,6025.42,6755.83
564221,0,1994-12-01,0,2604,0.389,14,6596.23,6563.25,5000,1596.23,0,0,2015-09-01,137.11,1596.23
565660,0,1995-11-01,0,13083,0.823,14,21272.41,21166.05,15000,6272.41,0,0,2014-11-01,3740.63,6272.41
576177,0,2002-03-01,0,1894,0.789,11,8853.48,8853.48,7000,1853.48,0,0,2013-09-01,254.71,1853.48
587924,0,2001-01-01,0,12840,0.356,21,11934.04,11934.04,10000,1934.04,0,0,2013-10-01,363.51,1934.04
588008,0,1994-11-01,0,6774,0.915,22,3629.99,3629.99,2468,1161.96,0,0,2011-11-01,279.61,1161.96
591994,0,1999-02-01,0,10536,0.958,17,10411.84,10411.84,10000,411.84,0,0,2011-03-01,8.8,411.84
599026,0,1987-04-01,0,16027,0.715,25,21097.53,20879.65,14525,6572.53,0,0,2014-12-01,4001.64,6572.53
601612,0,2001-06-01,0,5124,0.199,9,5429.39,5344.56,4800,629.39,0,0,2013-07-01,162.72,629.39
622381,0,1996-01-01,0,2969,0.183,14,4373.37,4373.37,4000,373.37,0,0,2013-01-01,1435.44,373.37
623743,0,2005-03-01,0,3928,0.554,11,4826.04,4797.31,4200,626.04,0,0,2013-12-01,149.34,626.04
627934,0,1996-04-01,0,2218,0.472,11,1844.4,1844.4,1600,244.4,0,0,2013-11-01,6.69,244.4
642155,0,1986-03-01,0,9866,0.514,16,2142.41,2142.41,2000,142.41,0,0,2012-09-01,34.17,142.41
650913,0,1991-04-01,0,10716,0.27,36,17707,17707,15000,2707,0,0,2014-04-01,554.48,2707
651923,0,1981-09-01,0,8454,0.748,13,9046.62,9046.62,8000,1046.62,0,0,2012-10-01,3896.35,1046.62
653649,0,2001-12-01,0,14950,0.673,28,3463.16,3463.16,3000,463.16,0,0,2013-07-01,762.26,463.16
661268,0,1998-08-01,0,5478,0.961,15,10144.66,10144.66,7500,2644.66,0,0,2013-10-01,4453.36,2644.66
664374,0,2000-07-01,0,1538,0.496,11,11053.31,10998.04,10000,1053.31,0,0,2012-04-01,6823.75,1053.31
674647,0,1996-10-01,0,12995,0.797,21,11678.78,11678.78,10000,1678.78,0,0,2014-03-01,332.43,1678.78
687065,0,1998-08-01,0,7023,0.856,7,5780.47,5780.47,5000,780.47,0,0,2013-09-01,1103.39,780.47
689552,0,1964-09-01,0,0,0,11,5521.79,5383.74,5000,521.79,0,0,2012-07-01,3120.3,521.79
690027,0,2003-05-01,0,1298,0.27,11,11575.02,11543.22,9100,2475.02,0,0,2015-05-01,28.31,2475.02
711401,0,1992-12-01,0,11011,0.598,25,22211.98,17613.65,16000,6211.98,0,0,2014-12-01,22.11,6211.98
715134,0,1985-09-01,0,9129,0.564,17,11091.1,11091.1,8800,2291.1,0,0,2014-06-01,4020.97,2291.1
716406,0,2003-02-01,0,6217,0.654,12,29543.68,29432.89,20000,9543.68,0,0,2014-04-01,10977.61,9543.68
717703,0,1991-05-01,0,6483,0.648,29,8582.17,8582.17,8000,582.17,0,0,2012-01-01,6499.07,582.17
749298,0,1992-02-01,0,2705,0.53,19,7324.63,7324.63,6400,924.63,0,0,2012-10-01,5197.89,924.63
752015,0,2002-01-01,0,3786,0.126,12,11169.23,11169.23,10000,1169.23,0,0,2014-06-01,101.67,1169.23
755156,0,1977-06-01,0,3715,0.663,20,4545.02,4545.02,4000,545.02,0,0,2014-06-01,148.9,545.02
755637,0,1994-04-01,0,4419,0.921,9,2988.81,2988.81,2500,488.81,0,0,2014-06-01,83.58,488.81
756727,0,1987-10-01,0,4547,0.144,24,7837.57,7837.57,7000,837.57,0,0,2014-06-01,239.94,837.57
762550,0,1996-02-01,0,3687,0.392,19,17676.35,17676.35,15000,2676.35,0,0,2014-06-01,526.69,2676.35
763665,0,1994-11-01,0,7388,0.901,23,1176.9,1176.9,458,718.85,0,0,2011-11-01,236.9,718.85
769216,0,1995-05-01,0,9331,0.791,24,18982.05,18982.05,15000,3982.05,0,0,2014-06-01,570.18,3982.05
772722,0,1979-08-01,0,19900,0.277,31,29912.09,29151.63,24000,5912.09,0,0,2013-03-01,18264.32,5912.09
778604,0,2000-03-01,0,0,0,21,1178.38,1178.38,1000,178.38,0,0,2014-07-01,39.41,178.38
780193,0,2000-05-01,0,9697,0.487,29,27218.76,27185.65,20550,6668.76,0,0,2013-05-01,4816.85,6668.76
784486,0,2002-08-01,0,1100,0.076,19,8760.21,8760.21,8000,760.21,0,0,2014-07-01,246.11,760.21
791054,0,2000-05-01,0,19448,0.608,21,18003.39,17156.17,17000,1003.39,0,0,2011-11-01,16711.57,1003.39
791523,0,2000-11-01,0,0,0,23,2373.88,2373.88,2000,373.88,0,0,2014-07-01,70.21,373.88
794415,0,2000-05-01,0,9697,0.487,29,10771.39,10771.39,9450,1321.39,0,0,2013-03-01,4909.09,1321.39
802683,0,1971-05-01,0,1864,0.388,8,4558.63,4529.6,3925,633.63,0,0,2014-07-01,138.25,633.63
815248,0,1999-03-01,0,6004,0.698,12,7029.69,7000.4,6000,1029.69,0,0,2014-08-01,208.2,1029.69
818392,0,2000-04-01,0,3939,0.716,15,12550.05,12550.05,10625,1925.05,0,0,2013-11-01,3376.9,1925.05
818395,0,1992-07-01,0,8223,0.263,11,4878.05,4878.05,4200,678.05,0,0,2014-08-01,152.81,678.05
824618,0,1991-06-01,0,4431,0.498,14,2966.58,2686.71,2650,316.58,0,0,2014-07-01,175.34,316.58
830743,0,1994-06-01,0,5074,0.352,34,4719.25,4446.46,4325,394.25,0,0,2013-03-01,2303.59,394.25
831761,0,1997-03-01,0,1722,0.351,15,51976.49,10655.18,35000,16976.49,0,0,2015-01-01,15826.07,16976.49
833376,0,1986-11-01,0,29146,0.521,28,23695.1,23398.91,20000,3695.1,0,0,2012-11-01,17576.18,3695.1
835351,0,1998-12-01,0,6924,0.351,11,8397.41,8117.49,7500,897.41,0,0,2014-08-01,256.61,897.41
871418,0,2000-09-01,0,4904,0.527,42,16825.99,16825.99,12000,4825.99,0,0,2014-08-01,6609.49,4825.99
876138,0,1996-01-01,0,3216,0.186,31,24333.89,23629.52,20000,4333.88,0,0,2013-11-01,13233.13,4333.88
879560,0,1999-01-01,0,2299,0.511,12,7035.82,6742.66,6000,1035.82,0,0,2014-09-01,207.39,1035.82
879742,0,1999-07-01,0,10131,0.984,18,7089.78,6773.27,5600,1489.78,0,0,2014-02-01,1530.77,1489.78
883269,0,2000-12-01,0,4356,0.411,27,20015.04,20015.04,15000,5015.04,0,0,2014-01-01,10230.96,5015.04
886112,0,1986-02-01,0,1495,0.162,22,11726.31,11667.68,10000,1726.31,0,0,2014-10-01,341.98,1726.31
887182,0,2002-08-01,0,1813,0.697,6,4809.68,4809.68,4000,809.68,0,0,2014-05-01,800.47,809.68
966053,0,2000-09-01,0,13656,0.997,27,6478.57,6154.64,5000,1478.57,0,0,2014-10-01,226.67,1478.57
968366,0,2003-11-01,0,7752,0.446,23,12331.2,11854.77,11000,1331.2,0,0,2013-03-01,6614.28,1331.2
971514,0,1995-04-01,0,12052,0.561,40,4087.62,3803.75,3600,487.62,0,0,2013-06-01,1866.09,487.62
979102,0,2000-03-01,0,5949,0.447,20,5265.89,5265.89,4200,1065.89,0,0,2014-01-01,218.35,1065.89
986404,0,2000-04-01,0,7710,0.473,21,17009.65,17009.65,14500,2509.65,0,0,2014-11-01,495.02,2509.65
989417,0,1999-01-01,0,10383,0.431,19,12898.97,12898.97,11000,1898.97,0,0,2014-11-01,369.16,1898.97
992186,0,1983-11-01,0,5431,0.97,32,5755.23,5755.23,5000,755.23,0,0,2013-05-01,2910.68,755.23
996662,0,1999-01-01,0,132,0.046,14,5632.21,5632.21,5000,632.21,0,0,2014-11-01,157.73,632.21
999176,0,1999-01-01,0,4886,0.264,28,11164.54,10885.43,10000,1164.54,0,0,2013-08-01,5137.72,1164.54
999292,0,1981-06-01,0,1647,0.161,21,7615.9,7615.9,6800,815.9,0,0,2014-11-01,218.56,815.9
1007317,0,1992-07-01,0,9063,0.604,15,11137.27,10847.25,9600,1537.27,0,0,2014-11-01,316.03,1537.27
1009214,0,1997-11-01,0,13168,0.679,15,13758.6,13471.96,12000,1758.6,0,0,2014-02-01,2102.5,1758.6
1022579,0,2003-07-01,0,4564,0.374,11,1572.3,1572.3,1450,122.3,0,0,2012-08-01,1186.63,122.3
1029649,0,1999-04-01,0,7135,0.541,27,16959.55,16924.21,12000,4959.55,0,0,2014-07-01,7549.17,4959.55
1040440,0,2005-01-01,0,12515,0.703,8,1443.53,1443.53,1200,243.53,0,0,2014-12-01,43.3,243.53
1051570,0,1993-01-01,0,1718,0.098,22,5984.86,5984.86,5400,584.86,0,0,2013-11-01,2271.9,584.86
1052333,0,1993-04-01,0,18589,0.694,25,17457.02,17457.02,15000,2457.02,0,0,2013-09-01,7444,2457.02
1060372,0,2002-06-01,0,5176,0.488,13,8111.91,8111.91,7200,911.91,0,0,2015-01-01,6.6,911.91
1061842,0,1993-12-01,0,24185,0.906,25,15413.52,15382.69,12500,2913.52,0,0,2013-04-01,10555.97,2913.52
1066424,0,1991-10-01,0,9130,0.433,23,6172.08,6172.08,5500,672.08,0,0,2014-07-01,1186.09,672.08
70348,0,1997-11-01,0,4822,0.581,27,11340.97,10947.16,9600,1740.97,0,0,2010-05-01,3773.06,1740.97
382913,0,1996-01-01,0,4000,0.11,19,3609.92,3511.22,3200,409.92,0,0,2012-03-01,108.82,409.92
390897,0,1996-02-01,0,3996,0.975,27,1763.85,1048.8,1115,649.23,0,0,2009-09-01,353.14,649.23
416212,0,1978-07-01,0,32818,0.871,37,13312.26,13221.49,11000,2312.26,0,0,2012-11-01,211.31,2312.26
423316,0,1998-11-01,0,22353,0.993,28,2563.52,2542.16,1626,937.53,0,0,2010-03-01,320.65,937.53
430646,0,1987-11-01,0,33981,0.771,34,5040.1,4527.6,3606,1434.16,0,0,2010-06-01,504.27,1434.16
466849,0,1993-12-01,0,10325,0.301,48,10281.31,10256.03,9000,1281.31,0,0,2012-09-01,1154.55,1281.31
470900,0,1993-06-01,0,4805,0.843,12,3585.55,3585.55,3000,585.55,0,0,2012-04-01,962.94,585.55
478377,0,1990-12-01,0,7751,0.527,14,2605.4,2605.4,1863,742.89,0,0,2010-12-01,260.66,742.89
487071,0,1998-12-01,0,14246,0.742,16,11930.39,11930.39,10000,1930.39,0,0,2012-03-01,4146.92,1930.39
493442,0,1997-02-01,0,7552,0.849,14,12525.69,12525.69,10000,2525.69,0,0,2013-01-01,1040.35,2525.69
500915,0,1995-12-01,0,8638,0.72,17,2661.47,2661.47,2500,161.47,0,0,2011-04-01,1809.15,161.47
501451,0,1994-02-01,0,10828,0.576,20,10547.78,10105.83,8950,1597.78,0,0,2013-04-01,324,1597.78
505341,0,1995-08-01,0,8433,0.413,17,7838.66,7582.93,7000,838.66,0,0,2013-04-01,455.06,838.66
513889,0,1998-02-01,0,7232,0.528,25,13275.17,13156.64,11200,2075.17,0,0,2013-05-01,397.06,2075.17
515360,0,1988-11-01,0,18846,0.906,43,18808.51,18794.95,15400,3408.51,0,0,2013-05-01,560.62,3408.51
515768,0,1990-11-01,0,6126,0.736,14,4416.48,4416.48,4000,416.48,0,0,2011-07-01,2727.35,416.48
526149,0,1991-06-01,0,3507,0.461,23,7381.07,7329.87,6000,1381.07,0,0,2013-06-01,224.94,1381.07
530529,0,1997-12-01,0,9479,0.929,15,6665.03,6665.03,5600,1065.03,0,0,2013-03-01,925.48,1065.03
549131,0,1998-04-01,0,1426,0.15,13,5511.84,5484.28,5000,511.84,0,0,2012-05-01,2388.53,511.84
558335,0,1992-12-01,0,6468,0.471,29,11871.22,11871.22,9600,2271.22,0,0,2013-08-01,354.26,2271.22
563412,0,1997-06-01,0,4509,0.934,17,3667.62,3667.62,3000,667.62,0,0,2013-07-01,319.66,667.62
566862,0,1990-11-01,0,6028,0.597,25,7517.26,7490.41,7000,517.26,0,0,2011-04-01,6095.61,517.26
578726,0,1972-11-01,0,16141,0.828,20,34824.99,33921.52,23450,11374.99,0,0,2015-09-01,1201.06,11374.99
581266,0,1997-06-01,0,10295,0.944,15,12248.22,12248.22,10000,2248.22,0,0,2013-01-01,3287.7,2248.22
587513,0,1997-05-01,0,6180,0.493,26,1874.4,1788.5,1525,348.94,0,0,2011-08-01,187.69,348.94
591092,0,1997-10-01,0,3766,0.672,22,2385.74,2385.74,1697,688.66,0,0,2011-12-01,170.84,688.66
596091,0,1997-02-01,0,3055,0.121,13,11339.59,11017.99,9650,1689.59,0,0,2015-11-01,188.58,1689.59
606018,0,1998-08-01,0,2956,0.469,12,5731.36,5674.05,5000,731.36,0,0,2013-03-01,1406.23,731.36
616568,0,1996-11-01,0,508,0.339,14,2192.03,2192.03,1769,423.37,0,0,2012-07-01,115.53,423.37
619649,0,1993-02-01,0,8182,0.428,31,13321.26,12525.69,12000,1321.26,0,0,2013-12-01,374.3,1321.26
624787,0,1978-06-01,0,13201,0.462,29,14717.89,14717.89,7976,6741.51,0,0,2013-09-01,28.5,6741.51
646020,0,1994-05-01,0,14555,0.904,20,3888.24,3888.24,2993,895.42,0,0,2012-01-01,324.37,895.42
649279,0,2001-01-01,0,5450,0.352,26,9154.7,9122.01,7000,2154.7,0,0,2016-01-01,151.89,2154.7
672088,0,2004-02-01,0,7155,0.586,19,14091.22,14003.15,12000,2091.22,0,0,2014-03-01,428.08,2091.22
681214,0,1995-08-01,0,21313,0.795,17,5479.25,5479.25,4800,679.25,0,0,2013-03-01,1927.97,679.25
696115,0,1991-04-01,0,8892,0.339,24,8395.56,8395.56,7900,495.56,0,0,2012-04-01,4945.87,495.56
718570,0,1999-10-01,0,2559,0.825,17,4721.84,4721.84,4000,721.84,0,0,2014-04-01,153.42,721.84
720202,0,1989-01-01,0,11835,0.939,19,387.22,387.22,279,108.04,0,0,2011-07-01,194.29,108.04
723487,0,1997-10-01,0,1280,0.674,31,1368.34,1368.34,578,790.41,0,0,2011-06-01,685.99,790.41
725413,0,1995-11-01,0,9684,0.502,41,33479.97,33479.97,24000,9479.97,0,0,2013-12-01,14967.37,9479.97
